StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q4,Q6,Q7,Q8,Q9,Q9_14_TEXT,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18,Q20_1,Q21,Q22,Q23,Q24,Q25_1,Q26,Q27,Q28,Q29,Q24 - Parent Topics,Q24 - Topics,Q9_14_TEXT - Parent Topics,Q9_14_TEXT - Topics,Q_UnansweredPercentage,Q_UnansweredQuestions,Q24 - Topic Hierarchy Level 1,Q9_14_TEXT - Topic Hierarchy Level 1
2025-04-21 02:44:27,2025-04-21 02:51:39,IP Address,62.195.143.108,100,432,True,2025-04-21 02:51:40,R_7oLJwkgmLiprCMx,,,,,52.3907,4.8637,anonymous,EN,0.8999999761581421,,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,Tourism and Hospitality,,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,4,3,1,5,6,Very little,I don’t usually seek out this information,Yes,3,Yes,Maybe,"Yes, definitely",,10,"Interactive maps,Educational information,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Maybe,"Health and Safety,Global Climate Change",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-21 19:13:20,2025-04-21 19:19:16,IP Address,81.241.2.206,100,356,True,2025-04-21 19:19:16,R_7I3iv3hXAiFrNfP,,,,,51.2198,4.4671,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Belgium,Master’s degree or higher,Suburban,Science,,Neutral,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3,1,6,5,2,4,Somewhat,"News websites,TV/radio,Educational platforms",No,7,No,Yes,"Yes, definitely","Technical workings of filtration infrastructure. ",7,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Health and Safety,Local impact,Personal interest/hobby",,Unknown,,,0.038461538461538464,QID1,,
2025-04-22 04:00:52,2025-04-22 04:03:43,IP Address,86.84.77.91,100,170,True,2025-04-22 04:03:43,R_22D9ZiQsDGIBbs6,,,,,52.3591,4.793,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Agriculture,,Very knowledgeable,Somewhat serious,"Yes, I am very aware of the city’s water quality and management",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,2,5,4,6,3,Somewhat,"News websites,Word of mouth",Yes,9,Yes,Yes,"Yes, definitely",,4,"Interactive maps,Educational information,Personalized content (AI-agent)",Maybe,Maybe,"Health and Safety,Local impact,Community involvement",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 04:05:16,2025-04-22 04:11:40,IP Address,86.84.77.91,100,383,True,2025-04-22 04:11:40,R_2nSW3wV9lOhWUgD,,,,,52.3591,4.793,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Italy,Secondary education,Suburban,Student,,Not very knowledgeable,"Yes, very serious","No, I am aware of nothing related to water in my city.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4,5,2,3,6,1,Not at all,Social media,Yes,,No,Maybe,"No, not interested","how to prevent it ",4,"Interactive maps,Forums for public discussion,Personalized content (AI-agent)",Maybe,Maybe,Concern for future generations,,Unknown,,,0.07692307692307693,"QID1,QID20",,
2025-04-22 04:38:41,2025-04-22 04:45:21,IP Address,82.168.170.126,100,399,True,2025-04-22 04:45:21,R_2fiyq4GrorKLl73,,,,,52.376,4.8702,anonymous,EN,0.699999988079071,,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4,3,1,5,6,2,Somewhat,"Social media,Word of mouth,Educational platforms",Yes,5,No,Yes,"Yes, definitely",,7,"Educational information,Forums for public discussion,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Yes,"Concern for future generations,Global Climate Change,Personal interest/hobby,Community involvement",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 07:33:17,2025-04-22 07:36:45,IP Address,86.100.109.69,100,207,True,2025-04-22 07:36:45,R_8FWCpjIEwjZ7HmZ,,,,,55.7158,21.111,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Netherlands,Secondary education,Urban,Student,,Neutral,Neutral/ Unsure,"Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It has no significant impact on human health or the environment.",1,5,3,6,4,2,Somewhat,"Social media,News websites",Yes,6,No,Yes,"Yes, definitely",,6,"Personalized content (AI-agent),Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,No,"Concern for future generations,Health and Safety,Global Climate Change",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 07:34:00,2025-04-22 07:37:01,IP Address,217.117.235.2,100,181,True,2025-04-22 07:37:02,R_81gYP5vAJycwo3U,,,,,52.3385,4.9168,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Netherlands,Master’s degree or higher,Urban,Student,,Not very knowledgeable,Somewhat serious,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3,6,4,2,5,1,Somewhat,"Social media,News websites",No,6,No,Maybe,Maybe,,3,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",No,No,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 07:35:52,2025-04-22 07:42:37,IP Address,145.109.18.134,100,404,True,2025-04-22 07:42:37,R_8qQj0GJ49yZcuyM,,,,,52.2986,4.9728,anonymous,EN,1,,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,6,5,3,4,1,Somewhat,"Social media,News websites,TV/radio",No,5,No,Maybe,"No, not interested",,4,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city",No,No,Health and Safety,,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 07:50:34,2025-04-22 07:53:43,IP Address,87.195.27.209,100,188,True,2025-04-22 07:53:44,R_2OfcfoSj0mZtI2K,,,,,53.1942,6.5622,anonymous,EN,1,,Yes,18 - 24,Greece,Bachelor’s degree,Urban,Student,,Not very knowledgeable,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,"It can disrupt aquatic ecosystems and harm marine life.,I am unsure.",2,4,6,1,5,3,Very little,"Social media,News websites,Word of mouth",No,6,Yes,Yes,"Yes, definitely",,4,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 07:56:19,2025-04-22 08:02:05,IP Address,137.224.252.38,100,345,True,2025-04-22 08:02:05,R_81dEfZkk2F5QtMw,,,,,51.9772,5.661,anonymous,EN,0.8999999761581421,,Yes,25 - 34,Netherlands,Master’s degree or higher,Urban,Student,,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,4,3,6,1,5,Somewhat,"Social media,News websites,Word of mouth",No,8,Yes,Maybe,"Yes, definitely",What the main causes are,7,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Global Climate Change,Personal interest/hobby",,Unknown,,,0.038461538461538464,QID1,,
2025-04-22 08:03:50,2025-04-22 08:08:57,IP Address,195.241.34.56,100,307,True,2025-04-22 08:08:58,R_82LqFuyOCambmF8,,,,,51.447,4.6402,anonymous,EN,0.8999999761581421,,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,Tourism and Hospitality,,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3,2,1,6,4,5,Very little,Social media,No,4,No,Maybe,Maybe,,4,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Personalized content (AI-agent),Tools to report or monitor water issues locally",Maybe,Maybe,Personal interest/hobby,,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 08:02:23,2025-04-22 08:13:27,IP Address,146.50.222.241,100,663,True,2025-04-22 08:13:27,R_8rOQIElo38pHdWZ,,,,,52.3706,4.8236,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Education,,Somewhat knowledgeable,Somewhat serious,"Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,3,2,5,6,4,Somewhat,"Social media,Word of mouth,I don’t usually seek out this information",No,6,Yes,Yes,Maybe,,6,"Interactive maps,Educational information,Personalized content (AI-agent)",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 08:32:14,2025-04-22 08:37:22,IP Address,217.117.235.2,100,308,True,2025-04-22 08:37:23,R_82xiiDqxYg4URwr,,,,,52.3385,4.9168,anonymous,EN,0.8999999761581421,,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,Public Service,,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,4,5,6,3,1,Very little,News websites,No,6,No,Yes,"Yes, definitely","How we can improve it ",6,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Yes,"Concern for future generations,Health and Safety,Global Climate Change",,Unknown,,,0.038461538461538464,QID1,,
2025-04-22 08:41:01,2025-04-22 08:44:22,IP Address,90.145.97.178,100,200,True,2025-04-22 08:44:22,R_8Xv0JVteNoany7L,,,,,52.515,5.4847,anonymous,EN,1,,Yes,25 - 34,Netherlands,Master’s degree or higher,Urban,Public Service,,Somewhat knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,1,3,5,6,4,Somewhat,"News websites,Educational platforms",Yes,8,Yes,Yes,"Yes, definitely",,7,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",Maybe,Yes,Global Climate Change,,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 09:48:36,2025-04-22 09:55:49,IP Address,41.90.68.56,100,432,True,2025-04-22 09:55:49,R_8hq6cKaPGybMfL3,,,,,-1.2841,36.8155,anonymous,EN,0.800000011920929,,Yes,Under 18,Kenya,Secondary education,Urban,Student,,Neutral,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3,2,1,6,4,5,Very little,"Social media,News websites,Word of mouth",Yes,7,No,Yes,"Yes, definitely",ocean pollution,9,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Yes,Yes,"Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",,Unknown,,,0.038461538461538464,QID1,,
2025-04-22 09:59:54,2025-04-22 10:07:46,IP Address,86.33.80.188,100,472,True,2025-04-22 10:07:46,R_2qjnBkjp0THF33r,,,,,45.8293,15.9793,anonymous,EN,0.6000000238418579,,Yes,25 - 34,Croatia,Master’s degree or higher,Urban,"Other, please specify...",Law intern,Neutral,Not very serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,I am unsure.",1,3,2,4,5,6,Somewhat,"Social media,News websites,TV/radio",No,5,No,Yes,"Yes, definitely",,8,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",No,No,"Concern for future generations,Health and Safety,Global Climate Change,Personal interest/hobby",,,,Unknown,0.07692307692307693,"QID1,QID24",,
2025-04-22 10:26:22,2025-04-22 10:31:27,IP Address,41.90.68.56,100,305,True,2025-04-22 10:31:27,R_20d7jpWba42tcAo,,,,,-1.2841,36.8155,anonymous,EN,0.8999999761581421,,Yes,Under 18,Kenya,Secondary education,Suburban,Education,,Not very knowledgeable,"Yes, very serious","Yes, I am slightly aware.",800 million,"It can lead to waterborne disease such as cholera and dysentery.,I am unsure.",4,3,1,2,6,5,Very little,"News websites,Word of mouth",No,7,Yes,Yes,Maybe,,6,Forums for public discussion,Maybe,Maybe,"Concern for future generations,Health and Safety,Global Climate Change,Community involvement",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 10:34:23,2025-04-22 10:36:28,IP Address,41.90.68.56,100,124,True,2025-04-22 10:36:29,R_8IgdeXFmPZqvau8,,,,,-1.2841,36.8155,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Kenya,Secondary education,Suburban,ICT,,Not knowledgeable at all,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,1,4,6,2,5,3,Somewhat,News websites,No,10,Yes,Yes,"Yes, definitely",Global warming,8,"Interactive maps,Personalized content (AI-agent),Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Global Climate Change",,Unknown,,,0.038461538461538464,QID1,,
2025-04-22 10:36:31,2025-04-22 10:38:55,IP Address,41.90.68.56,100,144,True,2025-04-22 10:38:55,R_21bXVW3jyqliage,,,,,-1.2841,36.8155,anonymous,EN,0.8999999761581421,,Yes,Under 18,Kenya,Secondary education,Suburban,Education,,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4,5,1,2,6,3,Very little,"Social media,Word of mouth",No,7,Yes,Maybe,"Yes, definitely",World pollution,9,"Educational information,Forums for public discussion,Personalized content (AI-agent)",Yes,Maybe,"Concern for future generations,Health and Safety,Global Climate Change",,Unknown,,,0.038461538461538464,QID1,,
2025-04-22 10:50:08,2025-04-22 11:02:02,IP Address,197.232.140.181,100,713,True,2025-04-22 11:02:02,R_8Tpn6foyHt5UzhA,,,,,-1.2841,36.8155,anonymous,EN,0.8999999761581421,,Yes,Under 18,Kenya,Secondary education,Suburban,Student,,Not very knowledgeable,Somewhat serious,"No, I am aware of nothing related to water in my city.",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,2,5,3,1,6,4,Not at all,I don’t usually seek out this information,No,0,No,No,"No, not interested",,1,Interactive maps,No,No,,,,,,0.11538461538461539,"QID1,QID24,QID29",,
2025-04-22 07:38:11,2025-04-22 11:19:55,IP Address,143.178.76.204,100,13303,True,2025-04-22 11:19:56,R_8JXzEZGiXG9hPe8,,,,,51.9048,4.3377,anonymous,EN,1,,Yes,18 - 24,Netherlands,Master’s degree or higher,Urban,Tourism and Hospitality,,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,2,6,5,3,4,Very little,"Social media,Word of mouth",No,8,Yes,Yes,"Yes, definitely",,10,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Yes,No,"Health and Safety,Local impact,Personal interest/hobby",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-22 11:35:33,2025-04-22 11:38:42,IP Address,105.163.2.136,100,189,True,2025-04-22 11:38:43,R_82JRHsJJX9WHHFg,,,,,-1.2841,36.8155,anonymous,EN,1,,Yes,Under 18,Kenya,Secondary education,Urban,Student,,Not knowledgeable at all,"Yes, very serious","No, I am aware of nothing related to water in my city.",1.5 billion,It can disrupt aquatic ecosystems and harm marine life.,4,2,3,1,6,5,Very little,Social media,No,9,No,Yes,"Yes, definitely","How to clean it and make it more safe to drink ",10,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Personalized content (AI-agent)",No,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",,Unknown,,,0.038461538461538464,QID1,,
2025-04-22 11:34:32,2025-04-22 11:47:19,IP Address,77.63.73.197,100,766,True,2025-04-22 11:47:19,R_2NV67BwvGoHdsyD,,,,,52.3625,4.9845,anonymous,EN,1,,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,ICT,,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,3,4,2,5,6,Not at all,"Social media,News websites,Word of mouth,I don’t usually seek out this information",No,6,No,Yes,"No, not interested",Purifying/cleaning process. How large amounts of water can be cleaned. How to create a buffer of clean water for immediate demand and in case of emergencies,3,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city",No,No,"Health and Safety,Local impact",,Unknown,,,0.038461538461538464,QID1,,
2025-04-23 03:34:04,2025-04-23 03:38:32,IP Address,192.41.125.249,100,268,True,2025-04-23 03:38:33,R_8MFFQL2QNJSnSuJ,,,,,55.9489,-3.1632,anonymous,EN,0.8999999761581421,,Yes,18 - 24,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Urban,Student,,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,6,4,5,3,1,Very little,"Social media,News websites,Word of mouth",No,6,No,Yes,"Yes, definitely",,6,"Interactive maps,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",Maybe,Maybe,"Health and Safety,Local impact,Global Climate Change",,,,,0.07692307692307693,"QID1,QID24",,
