Finished,Q_RecaptchaScore,Participate,Age,Country of Residence,Level of Education,Living Area,Occupation,General Awareness,Seriousness of City Water Quality,Awareness of city Management,Ppl with no Drinking Water 2023,Causes of Poor Water Quality,Agriculture,Global Warming,Industrial Waste,Marine Dumping of Garbage,Oil Leaks and Spills,Sewage and Wastewater,Attention given to Water on the News,Source of Awareness,Know of Urban Aquatic Ecosystem,Interest in Water Quality Management,Participated in Water Conservation Actitivites,Interest in Learning More,Interest in Learning more about City,What would you want to learn about,Likelihood in using digital platform,Features of Platform,Interested in Contributing to Platform,Interest in joining Community,Motivations to engage with environmental causes,Unanswered Percentage
True,0.8999999761581421,Yes,18 - 24,Netherlands,Secondary education,Urban,Student,Neutral,Neutral/ Unsure,"Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It has no significant impact on human health or the environment.",1.0,5.0,3.0,6.0,4.0,2.0,Somewhat,"Social media,News websites",Yes,6.0,No,Yes,"Yes, definitely",,6.0,"Personalized content (AI-agent),Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,No,"Concern for future generations,Health and Safety,Global Climate Change",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Netherlands,Master’s degree or higher,Urban,Student,Not very knowledgeable,Somewhat serious,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,6.0,4.0,2.0,5.0,1.0,Somewhat,"Social media,News websites",No,6.0,No,Maybe,Maybe,,3.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",No,No,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0769230769230769
True,1.0,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,6.0,5.0,3.0,4.0,1.0,Somewhat,"Social media,News websites,TV/radio",No,5.0,No,Maybe,"No, not interested",,4.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city",No,No,Health and Safety,0.0769230769230769
True,1.0,Yes,18 - 24,Greece,Bachelor’s degree,Urban,Student,Not very knowledgeable,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,"It can disrupt aquatic ecosystems and harm marine life.,I am unsure.",2.0,4.0,6.0,1.0,5.0,3.0,Very little,"Social media,News websites,Word of mouth",No,6.0,Yes,Yes,"Yes, definitely",,4.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,25 - 34,Netherlands,Master’s degree or higher,Urban,Student,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,3.0,6.0,1.0,5.0,Somewhat,"Social media,News websites,Word of mouth",No,8.0,Yes,Maybe,"Yes, definitely",What the main causes are,7.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Global Climate Change,Personal interest/hobby",0.0384615384615384
True,0.8999999761581421,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,Tourism and Hospitality,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,2.0,1.0,6.0,4.0,5.0,Very little,Social media,No,4.0,No,Maybe,Maybe,,4.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Personalized content (AI-agent),Tools to report or monitor water issues locally",Maybe,Maybe,Personal interest/hobby,0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Education,Somewhat knowledgeable,Somewhat serious,"Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,2.0,5.0,6.0,4.0,Somewhat,"Social media,Word of mouth,I don’t usually seek out this information",No,6.0,Yes,Yes,Maybe,,6.0,"Interactive maps,Educational information,Personalized content (AI-agent)",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0769230769230769
True,0.8999999761581421,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,Public Service,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,5.0,6.0,3.0,1.0,Very little,News websites,No,6.0,No,Yes,"Yes, definitely",How we can improve it ,6.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Yes,"Concern for future generations,Health and Safety,Global Climate Change",0.0384615384615384
True,1.0,Yes,25 - 34,Netherlands,Master’s degree or higher,Urban,Public Service,Somewhat knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,1.0,3.0,5.0,6.0,4.0,Somewhat,"News websites,Educational platforms",Yes,8.0,Yes,Yes,"Yes, definitely",,7.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",Maybe,Yes,Global Climate Change,0.0769230769230769
True,0.800000011920929,Yes,Under 18,Kenya,Secondary education,Urban,Student,Neutral,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,2.0,1.0,6.0,4.0,5.0,Very little,"Social media,News websites,Word of mouth",Yes,7.0,No,Yes,"Yes, definitely",ocean pollution,9.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Yes,Yes,"Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0384615384615384
True,0.6000000238418579,Yes,25 - 34,Croatia,Master’s degree or higher,Urban,Law intern,Neutral,Not very serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,I am unsure.",1.0,3.0,2.0,4.0,5.0,6.0,Somewhat,"Social media,News websites,TV/radio",No,5.0,No,Yes,"Yes, definitely",,8.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",No,No,"Concern for future generations,Health and Safety,Global Climate Change,Personal interest/hobby",0.0769230769230769
True,0.8999999761581421,Yes,Under 18,Kenya,Secondary education,Suburban,Education,Not very knowledgeable,"Yes, very serious","Yes, I am slightly aware.",800 million,"It can lead to waterborne disease such as cholera and dysentery.,I am unsure.",4.0,3.0,1.0,2.0,6.0,5.0,Very little,"News websites,Word of mouth",No,7.0,Yes,Yes,Maybe,,6.0,Forums for public discussion,Maybe,Maybe,"Concern for future generations,Health and Safety,Global Climate Change,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Kenya,Secondary education,Suburban,ICT,Not knowledgeable at all,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,1.0,4.0,6.0,2.0,5.0,3.0,Somewhat,News websites,No,10.0,Yes,Yes,"Yes, definitely",Global warming,8.0,"Interactive maps,Personalized content (AI-agent),Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,Under 18,Kenya,Secondary education,Suburban,Education,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,5.0,1.0,2.0,6.0,3.0,Very little,"Social media,Word of mouth",No,7.0,Yes,Maybe,"Yes, definitely",World pollution,9.0,"Educational information,Forums for public discussion,Personalized content (AI-agent)",Yes,Maybe,"Concern for future generations,Health and Safety,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,Under 18,Kenya,Secondary education,Suburban,Student,Not very knowledgeable,Somewhat serious,"No, I am aware of nothing related to water in my city.",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,2.0,5.0,3.0,1.0,6.0,4.0,Not at all,I don’t usually seek out this information,No,0.0,No,No,"No, not interested",,1.0,Interactive maps,No,No,,0.1153846153846153
True,1.0,Yes,18 - 24,Netherlands,Master’s degree or higher,Urban,Tourism and Hospitality,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,6.0,5.0,3.0,4.0,Very little,"Social media,Word of mouth",No,8.0,Yes,Yes,"Yes, definitely",,10.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Yes,No,"Health and Safety,Local impact,Personal interest/hobby",0.0769230769230769
True,1.0,Yes,Under 18,Kenya,Secondary education,Urban,Student,Not knowledgeable at all,"Yes, very serious","No, I am aware of nothing related to water in my city.",1.5 billion,It can disrupt aquatic ecosystems and harm marine life.,4.0,2.0,3.0,1.0,6.0,5.0,Very little,Social media,No,9.0,No,Yes,"Yes, definitely",How to clean it and make it more safe to drink ,10.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Personalized content (AI-agent)",No,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,1.0,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,ICT,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,4.0,2.0,5.0,6.0,Not at all,"Social media,News websites,Word of mouth,I don’t usually seek out this information",No,6.0,No,Yes,"No, not interested",Purifying/cleaning process. How large amounts of water can be cleaned. How to create a buffer of clean water for immediate demand and in case of emergencies,3.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city",No,No,"Health and Safety,Local impact",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Urban,Student,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,6.0,4.0,5.0,3.0,1.0,Very little,"Social media,News websites,Word of mouth",No,6.0,No,Yes,"Yes, definitely",,6.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",Maybe,Maybe,"Health and Safety,Local impact,Global Climate Change",0.0769230769230769
True,0.8999999761581421,Yes,45 - 54,Nigeria,Master’s degree or higher,Urban,Education,Very knowledgeable,"Yes, very serious","Yes, I am slightly aware.",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,1.0,3.0,5.0,6.0,4.0,Somewhat,"Social media,News websites,TV/radio",Yes,10.0,No,Yes,"Yes, definitely",Water quality management ,10.0,"Forums for public discussion,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Yes,Yes,"Concern for future generations,Health and Safety",0.0384615384615384
True,1.0,Yes,18 - 24,France,Bachelor’s degree,Urban,Student,Neutral,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,6.0,3.0,4.0,5.0,2.0,Somewhat,"Social media,Word of mouth",No,3.0,No,Yes,"Yes, definitely","I want to learn more about how microplastics, like fibers from clothes or particles from personal care products, end up in water systems. How do they build up in rivers and oceans, and what kind of harm do they cause to fish and other aquatic life? ",6.0,"Interactive maps,Educational information,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Yes,Personal interest/hobby,0.0384615384615384
True,0.8999999761581421,Yes,Under 18,Nigeria,Secondary education,Urban,Education,Somewhat knowledgeable,Somewhat serious,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,2.0,1.0,6.0,3.0,5.0,Somewhat,"Social media,Word of mouth",Yes,6.0,No,Yes,"Yes, definitely",,6.0,"Educational information,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0769230769230769
